1	0.22023531049489975
2	0.1549589882294337
3	0.39784492055575055
4	0.11937555174032848
5	0.12062006692091624
6	0.10197737067937851
7	0.06373517587780952
8	0.06029314920306206
9	0.0965280036131541
10	0.043669700622558594
11	0.05445770050088564
12	0.047704135378201805
13	0.06337385376294453
14	0.05039695898691813
15	0.05870716522137324
16	0.050228203336397804
17	0.050077296793460846
18	0.0492833765844504
19	0.07491277530789375
20	0.038902645309766136
21	0.03739886234203974
22	0.053051408380270004
23	0.049714308232069016
24	0.04264515762527784
25	0.040019853661457695
26	0.03645878409345945
27	0.055143011113007866
28	0.03579491811494032
29	0.0492064394056797
30	0.049257359157005944
31	0.03846648956338564
32	0.03583566596110662
33	0.04636091863115629
34	0.040287685890992485
35	0.05289898564418157
36	0.04267670214176178
37	0.04124215369423231
38	0.044285415361324944
39	0.052353023240963616
40	0.040612404545148216
41	0.050798981140057244
42	0.03589089214801788
43	0.0349157340824604
44	0.033714599907398224
45	0.045210729042689
46	0.0721812645594279
47	0.03933994099497795
48	0.03962733720739683
49	0.04940799872080485
50	0.0379532960553964
